language_id,form_id,lexeme,cell,source_form,orth_form,phon_form,analysed_orth_form,source,page,paradigm_tag,tense_tag,morphanalysis_tag,overabundance_tag,phonanalysis_tag,variants_tag,order_tag
analnaga,analnaga109,ta,3.sg.3.pl.fut.neg,tà-nà-mí-jé,Σnàmíjé,Σ n a ¹ m i ⁵ j e ⁵,Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga110,ta,3.pl.3.sg.fut.neg,tà-nà-mí-jé,Σnàmíjé,Σ n a ¹ m i ⁵ j e ⁵,Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga111,ta,3.pl.3.pl.fut.neg,tà-nà-mí-jé,Σnàmíjé,Σ n a ¹ m i ⁵ j e ⁵,Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga112,tʰa,1.sg.nfut.aff,ʈʰà-kà-níŋ,Σkàníŋ,Σ k a ¹ n i ⁵ ŋ,Σ+kà+níŋ,Ozerov2019Anal,38,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga113,tʰa,1.sg.nfut.aff,ʈʰáː-nʉ́,Σnʉ́,Σ n ʉ ⁵,Σ+nʉ́,Ozerov2019Anal,42,default,generic_nf,special_stem,NA,NA,NA,NA
analnaga,analnaga114,tʰa,1.du.incl.nfut.aff,ʈʰà-kà-sín,Σkàsín,Σ k a ¹ s i ⁵ n,Σ+kà+sín,Ozerov2019Anal,38,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga115,tʰa,1.du.incl.nfut.aff,ʈʰà-sìn-nʉ́,Σsìnnʉ́,Σ s i ¹ n n ʉ ⁵,Σ+sìn+nʉ́,Ozerov2019Anal,42,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga116,tʰa,1.pl.excl.nfut.aff,ʈʰà-hín-nʉ́,Σhínnʉ́,Σ h i ⁵ n n ʉ ⁵,Σ+hín+nʉ́,Ozerov2019Anal,42,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga117,tʰa,1.pl.excl.nfut.aff,ʈʰà-kà-hín-níŋ,Σkàhínníŋ,Σ k a ¹ h i ⁵ n n i ⁵ ŋ,Σ+kà+hín+níŋ,Ozerov2019Anal,38,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga118,tʰa,1.pl.incl.nfut.aff,ʈʰà-hìn-sín-nʉ́,Σhìnsínnʉ́,Σ h i ¹ n s i ⁵ n n ʉ ⁵,Σ+hìn+sín+nʉ́,Ozerov2019Anal,42,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga119,tʰa,1.pl.incl.nfut.aff,ʈʰà-kà-hín-sín,Σkàhínsín,Σ k a ¹ h i ⁵ n s i ⁵ n,Σ+kà+hín+sín,Ozerov2019Anal,38,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga120,ta,1.sg.2.sg.nfut.aff,a-ː-táː-nʉ̀,aːΣnʉ̀,aa Σ n ʉ ¹,aː+Σ+nʉ̀,Ozerov2025Anal,251129,default,generic_nf,special_stem,NA,NA,NA,NA
analnaga,analnaga121,ta,1.sg.2.sg.nfut.aff,a-ː-táː-vá-nìŋ,aːΣvánìŋ,aa Σ v a ⁵ n i ¹ ŋ,aː+Σ+vá+nìŋ,Ozerov2025Anal,251128,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga122,ta,1.sg.2.pl.nfut.aff,a-ː-tà-hín-nʉ́,aːΣhínnʉ́,aa Σ h i ⁵ n n ʉ ⁵,aː+Σ+hín+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga123,ta,1.sg.2.pl.nfut.aff,a-ː-táː-vá-hìn-nìŋ,aːΣváhìnnìŋ,aa Σ v a ⁵ h i ¹ n n i ¹ ŋ,aː+Σ+vá+hìn+nìŋ,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga124,ta,1.pl.excl.2.sg.nfut.aff,a-ː-tà-hín-nʉ́,aːΣhínnʉ́,aa Σ h i ⁵ n n ʉ ⁵,aː+Σ+hín+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga125,ta,1.pl.excl.2.sg.nfut.aff,a-ː-táː-vá-hìn-nìŋ,aːΣváhìnnìŋ,aa Σ v a ⁵ h i ¹ n n i ¹ ŋ,aː+Σ+vá+hìn+nìŋ,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga126,ta,1.pl.excl.2.pl.nfut.aff,a-ː-tà-hín-nʉ́,aːΣhínnʉ́,aa Σ h i ⁵ n n ʉ ⁵,aː+Σ+hín+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga127,ta,1.pl.excl.2.pl.nfut.aff,a-ː-táː-vá-hìn-nìŋ,aːΣváhìnnìŋ,aa Σ v a ⁵ h i ¹ n n i ¹ ŋ,aː+Σ+vá+hìn+nìŋ,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga128,ta,1.sg.3.sg.nfut.aff,ka-táː-và,kaΣvà,k a Σ v a ¹,ka+Σ+và,Ozerov2025Anal,251132,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga129,ta,1.sg.3.sg.nfut.aff,táː-nʉ̀,Σnʉ̀,Σ n ʉ ¹,Σ+nʉ̀,Ozerov2019Anal,52,default,generic_nf,special_stem,NA,NA,NA,NA
analnaga,analnaga130,ta,1.sg.3.pl.nfut.aff,ka-táː-vá-jè,kaΣvájè,k a Σ v a ⁵ j e ¹,ka+Σ+vá+jè,Ozerov2025Anal,251131,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga131,ta,1.sg.3.pl.nfut.aff,tà-jéː-nʉ́,Σjéːnʉ́,Σ j ee ⁵ n ʉ ⁵,Σ+jéː+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga132,ta,1.du.incl.3.sg.nfut.aff,na-táː-và,naΣvà,n a Σ v a ¹,na+Σ+và,Ozerov2025Anal,251128,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga133,ta,1.du.incl.3.sg.nfut.aff,tà-sìn-nʉ́,Σsìnnʉ́,Σ s i ¹ n n ʉ ⁵,Σ+sìn+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga134,ta,1.du.incl.3.pl.nfut.aff,na-táː-vá-jè,naΣvájè,n a Σ v a ⁵ j e ¹,na+Σ+vá+jè,Ozerov2025Anal,251128,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga135,ta,1.du.incl.3.pl.nfut.aff,tà-jè-sín-nʉ́,Σjèsínnʉ́,Σ j e ¹ s i ⁵ n n ʉ ⁵,Σ+jè+sín+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga136,ta,1.pl.excl.3.sg.nfut.aff,ka-táː-vá-hìn,kaΣváhìn,k a Σ v a ⁵ h i ¹ n,ka+Σ+vá+hìn,Ozerov2025Anal,251132,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga137,ta,1.pl.excl.3.sg.nfut.aff,tà-hín-nʉ́,Σhínnʉ́,Σ h i ⁵ n n ʉ ⁵,Σ+hín+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga138,ta,1.pl.incl.3.sg.nfut.aff,na-táː-vá-hìn,naΣváhìn,n a Σ v a ⁵ h i ¹ n,na+Σ+vá+hìn,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga139,ta,1.pl.incl.3.sg.nfut.aff,tà-hìn-sín-nʉ́,Σhìnsínnʉ́,Σ h i ¹ n s i ⁵ n n ʉ ⁵,Σ+hìn+sín+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga140,ta,1.pl.excl.3.pl.nfut.aff,ka-táː-vá-hìn,kaΣváhìn,k a Σ v a ⁵ h i ¹ n,ka+Σ+vá+hìn,Ozerov2025Anal,251131,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga141,ta,1.pl.excl.3.pl.nfut.aff,tà-hín-nʉ́,Σhínnʉ́,Σ h i ⁵ n n ʉ ⁵,Σ+hín+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga142,ta,1.pl.excl.3.pl.nfut.aff,tà-jéː-nʉ́,Σjéːnʉ́,Σ j ee ⁵ n ʉ ⁵,Σ+jéː+nʉ́,Ozerov2025Anal,nopage,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga143,ta,1.pl.excl.3.pl.nfut.aff,ka-táː-vá-jè,kaΣvájè,k a Σ v a ⁵ j e ¹,ka+Σ+vá+jè,Ozerov2025Anal,251209,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga144,ta,1.pl.incl.3.pl.nfut.aff,na-táː-vá-hìn,naΣváhìn,n a Σ v a ⁵ h i ¹ n,na+Σ+vá+hìn,Ozerov2025Anal,251128,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga145,ta,1.pl.incl.3.pl.nfut.aff,tà-hìn-sín-nʉ́,Σhìnsínnʉ́,Σ h i ¹ n s i ⁵ n n ʉ ⁵,Σ+hìn+sín+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga146,ta,1.pl.incl.3.pl.nfut.aff,na-táː-vá-jè,naΣvájè,n a Σ v a ⁵ j e ¹,na+Σ+vá+jè,Ozerov2025Anal,251209,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga147,ta,1.pl.incl.3.pl.nfut.aff,tà-jè-sín-nʉ́,Σjèsínnʉ́,Σ j e ¹ s i ⁵ n n ʉ ⁵,Σ+jè+sín+nʉ́,Ozerov2025Anal,251209,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga148,tʰa,2.sg.nfut.aff,ʈʰà-kà-tí,Σkàtí,Σ k a ¹ t i ⁵,Σ+kà+tí,Ozerov2019Anal,38,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga149,tʰa,2.sg.nfut.aff,ʈʰà-tì-nʉ́,Σtìnʉ́,Σ t i ¹ n ʉ ⁵,Σ+tì+nʉ́,Ozerov2019Anal,42,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga150,tʰa,2.pl.nfut.aff,ʈʰà-hìn-tí-nʉ́,Σhìntínʉ́,Σ h i ¹ n t i ⁵ n ʉ ⁵,Σ+hìn+tí+nʉ́,Ozerov2019Anal,42,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga151,tʰa,2.pl.nfut.aff,ʈʰà-kà-hín-tí,Σkàhíntí,Σ k a ¹ h i ⁵ n t i ⁵,Σ+kà+hín+tí,Ozerov2019Anal,38,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga152,ta,2.sg.1.sg.nfut.aff,ka-ː-tà-tì-nʉ́,kaːΣtìnʉ́,k aa Σ t i ¹ n ʉ ⁵,kaː+Σ+tì+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga153,ta,2.sg.1.sg.nfut.aff,ka-ː-táː-vá-tì,kaːΣvátì,k aa Σ v a ⁵ t i ¹,kaː+Σ+vá+tì,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga154,ta,2.sg.1.pl.excl.nfut.aff,ka-ː-tà-hìn-tí-nʉ́,kaːΣhìntínʉ́,k aa Σ h i ¹ n t i ⁵ n ʉ ⁵,kaː+Σ+hìn+tí+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga155,ta,2.sg.1.pl.excl.nfut.aff,ka-ː-táː-vá-hìn-tì,kaːΣváhìntì,k aa Σ v a ⁵ h i ¹ n t i ¹,kaː+Σ+vá+hìn+tì,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga156,ta,2.pl.1.sg.nfut.aff,ka-ː-tà-hìn-tí-nʉ́,kaːΣhìntínʉ́,k aa Σ h i ¹ n t i ⁵ n ʉ ⁵,kaː+Σ+hìn+tí+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga157,ta,2.pl.1.sg.nfut.aff,ka-ː-táː-vá-hìn-tì,kaːΣváhìntì,k aa Σ v a ⁵ h i ¹ n t i ¹,kaː+Σ+vá+hìn+tì,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga158,ta,2.pl.1.pl.excl.nfut.aff,ka-ː-tà-hìn-tí-nʉ́,kaːΣhìntínʉ́,k aa Σ h i ¹ n t i ⁵ n ʉ ⁵,kaː+Σ+hìn+tí+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga159,ta,2.pl.1.pl.excl.nfut.aff,ka-ː-táː-vá-hìn-tì,kaːΣváhìntì,k aa Σ v a ⁵ h i ¹ n t i ¹,kaː+Σ+vá+hìn+tì,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga160,ta,2.sg.3.sg.nfut.aff,a-táː-và,aΣvà,a Σ v a ¹,a+Σ+và,Ozerov2025Anal,251132,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga161,ta,2.sg.3.sg.nfut.aff,tà-tì-nʉ́,Σtìnʉ́,Σ t i ¹ n ʉ ⁵,Σ+tì+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga162,ta,2.sg.3.pl.nfut.aff,a-táː-vá-jè,aΣvájè,a Σ v a ⁵ j e ¹,a+Σ+vá+jè,Ozerov2025Anal,251131,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga163,ta,2.sg.3.pl.nfut.aff,tà-jè-tí-nʉ́,Σjètínʉ́,Σ j e ¹ t i ⁵ n ʉ ⁵,Σ+jè+tí+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga164,ta,2.pl.3.sg.nfut.aff,a-táː-vá-hìn,aΣváhìn,a Σ v a ⁵ h i ¹ n,a+Σ+vá+hìn,Ozerov2025Anal,251132,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga165,ta,2.pl.3.sg.nfut.aff,tà-hìn-tí-nú,Σhìntínʉ́,Σ h i ¹ n t i ⁵ n ʉ ⁵,Σ+hìn+tí+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga166,ta,2.pl.3.pl.nfut.aff,a-táː-vá-hìn,aΣváhìn,a Σ v a ⁵ h i ¹ n,a+Σ+vá+hìn,Ozerov2025Anal,251131,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga167,ta,2.pl.3.pl.nfut.aff,tà-hìn-tí-nú,Σhìntínʉ́,Σ h i ¹ n t i ⁵ n ʉ ⁵,Σ+hìn+tí+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga168,ta,2.pl.3.pl.nfut.aff,a-táː-vá-jè,aΣvájè,a Σ v a ⁵ j e ¹,a+Σ+vá+jè,Ozerov2025Anal,251209,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga169,ta,2.pl.3.pl.nfut.aff,tà-jè-tí-nú,Σjètínʉ́,Σ j e ¹ t i ⁵ n ʉ ⁵,Σ+jè+tí+nʉ́,Ozerov2025Anal,251209,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga170,tʰa,3.sg.nfut.aff,ʈʰà-ká,Σká,Σ k a ⁵,Σ+ká,Ozerov2019Anal,38,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga171,tʰa,3.sg.nfut.aff,ʈʰà-nʉ́,Σnʉ́,Σ n ʉ ⁵,Σ+nʉ́,Ozerov2019Anal,42,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga172,tʰa,3.pl.nfut.aff,ʈʰà-jè-nʉ́,Σjènʉ́,Σ j e ¹ n ʉ ⁵,Σ+jè+nʉ́,Ozerov2019Anal,42,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga173,tʰa,3.pl.nfut.aff,ʈʰà-kà-jé,Σkàjé,Σ k a ¹ j e ⁵,Σ+kà+jé,Ozerov2019Anal,38,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga174,ta,3.sg.1.sg.nfut.aff,ka-ː-tà-nʉ́,kaːΣnʉ́,k aa Σ n ʉ ⁵,kaː+Σ+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga175,ta,3.sg.1.sg.nfut.aff,ka-ː-táː-và,kaːΣvà,k aa Σ v a ¹,kaː+Σ+và,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga176,ta,3.sg.1.du.incl.nfut.aff,na-ː-tà-nʉ́,naːΣnʉ́,n aa Σ n ʉ ⁵,naː+Σ+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga177,ta,3.sg.1.du.incl.nfut.aff,na-ː-táː-và,naːΣvà,n aa Σ v a ¹,naː+Σ+và,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga178,ta,3.sg.1.pl.excl.nfut.aff,ka-ː-tà-hìn-nʉ́,kaːΣhìnnʉ́,k aa Σ h i ¹ n n ʉ ⁵,kaː+Σ+hìn+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga179,ta,3.sg.1.pl.excl.nfut.aff,ka-ː-táː-vá-hìn,kaːΣváhìn,k aa Σ v a ⁵ h i ¹ n,kaː+Σ+vá+hìn,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga180,ta,3.sg.1.pl.incl.nfut.aff,na-ː-tà-hìn-nʉ́,naːΣhìnnʉ́,n aa Σ h i ¹ n n ʉ ⁵,naː+Σ+hìn+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga181,ta,3.sg.1.pl.incl.nfut.aff,na-ː-táː-vá-hìn,naːΣváhìn,n aa Σ v a ⁵ h i ¹ n,naː+Σ+vá+hìn,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga182,ta,3.pl.1.sg.nfut.aff,ka-ː-tà-jé-nʉ́,kaːΣjénʉ́,k aa Σ j e ⁵ n ʉ ⁵,kaː+Σ+jé+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga183,ta,3.pl.1.sg.nfut.aff,ka-ː-táː-vá-jè,kaːΣvájè,k aa Σ v a ⁵ j e ¹,kaː+Σ+vá+jè,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga184,ta,3.pl.1.du.incl.nfut.aff,na-ː-tà-jè-nʉ́,naːΣjènʉ́,n aa Σ j e ¹ n ʉ ⁵,naː+Σ+jè+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga185,ta,3.pl.1.du.incl.nfut.aff,na-ː-táː-vá-jè,naːΣvájè,n aa Σ v a ⁵ j e ¹,naː+Σ+vá+jè,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga186,ta,3.pl.1.pl.excl.nfut.aff,ka-ː-tà-hìn-nʉ́,kaːΣhìnnʉ́,k aa Σ h i ¹ n n ʉ ⁵,kaː+Σ+hìn+nʉ́,Ozerov2025Anal,251128,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga187,ta,3.pl.1.pl.excl.nfut.aff,ka-ː-táː-vá-hìn,kaːΣváhìn,k aa Σ v a ⁵ h i ¹ n,kaː+Σ+vá+hìn,Ozerov2025Anal,251129,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga188,ta,3.pl.1.pl.excl.nfut.aff,ka-ː-tà-jè-nʉ́,kaːΣjènʉ́,k aa Σ j e ¹ n ʉ ⁵,kaː+Σ+jè+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga189,ta,3.pl.1.pl.excl.nfut.aff,ka-ː-táː-vá-jè,kaːΣvájè,k aa Σ v a ⁵ j e ¹,kaː+Σ+vá+jè,Ozerov2025Anal,251209,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga190,ta,3.pl.1.pl.incl.nfut.aff,na-ː-tà-hìn-nʉ́,naːΣhìnnʉ́,n aa Σ h i ¹ n n ʉ ⁵,naː+Σ+hìn+nʉ́,Ozerov2025Anal,251128,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga191,ta,3.pl.1.pl.incl.nfut.aff,na-ː-táː-vá-hìn,naːΣváhìn,n aa Σ v a ⁵ h i ¹ n,naː+Σ+vá+hìn,Ozerov2025Anal,251129,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga192,ta,3.pl.1.pl.incl.nfut.aff,na-ː-tà-jè-nʉ́,naːΣjènʉ́,n aa Σ j e ¹ n ʉ ⁵,naː+Σ+jè+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga193,ta,3.pl.1.pl.incl.nfut.aff,na-ː-táː-vá-jè,naːΣvájè,n aa Σ v a ⁵ j e ¹,naː+Σ+vá+jè,Ozerov2025Anal,251209,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga194,ta,3.sg.2.sg.nfut.aff,a-ː-tà-nʉ́,aːΣnʉ́,aa Σ n ʉ ⁵,aː+Σ+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga195,ta,3.sg.2.sg.nfut.aff,a-ː-táː-và,aːΣvà,aa Σ v a ¹,aː+Σ+và,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga196,ta,3.sg.2.pl.nfut.aff,a-ː-tà-hìn-nʉ́,aːΣhìnnʉ́,aa Σ h i ¹ n n ʉ ⁵,aː+Σ+hìn+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga197,ta,3.sg.2.pl.nfut.aff,a-ː-táː-vá-hìn,aːΣváhìn,aa Σ v a ⁵ h i ¹ n,aː+Σ+vá+hìn,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga198,ta,3.pl.2.sg.nfut.aff,a-ː-tà-jè-nʉ́,aːΣjènʉ́,aa Σ j e ¹ n ʉ ⁵,aː+Σ+jè+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga199,ta,3.pl.2.sg.nfut.aff,a-ː-táː-vá-jè,aːΣvájè,aa Σ v a ⁵ j e ¹,aː+Σ+vá+jè,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga200,ta,3.pl.2.pl.nfut.aff,a-ː-tà-jè-nʉ́,aːΣjènʉ́,aa Σ j e ¹ n ʉ ⁵,aː+Σ+jè+nʉ́,Ozerov2025Anal,251128,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga201,ta,3.pl.2.pl.nfut.aff,a-ː-táː-vá-jè,aːΣvájè,aa Σ v a ⁵ j e ¹,aː+Σ+vá+jè,Ozerov2025Anal,251129,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga202,ta,3.pl.2.pl.nfut.aff,a-ː-tà-hìn-nʉ́,aːΣhìnnʉ́,aa Σ h i ¹ n n ʉ ⁵,aː+Σ+hìn+nʉ́,Ozerov2025Anal,251209,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga203,ta,3.pl.2.pl.nfut.aff,a-ː-táː-vá-hìn,aːΣváhìn,aa Σ v a ⁵ h i ¹ n,aː+Σ+vá+hìn,Ozerov2025Anal,251209,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga204,ta,3.sg.3.sg.nfut.aff,tà-nʉ́,Σnʉ́,Σ n ʉ ⁵,Σ+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga205,ta,3.sg.3.sg.nfut.aff,va-táː-và,vaΣvà,v a Σ v a ¹,va+Σ+và,Ozerov2025Anal,251132,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga206,ta,3.sg.3.pl.nfut.aff,tà-jè-nʉ́,Σjènʉ́,Σ j e ¹ n ʉ ⁵,Σ+jè+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga207,ta,3.sg.3.pl.nfut.aff,va-táː-vá-jè,vaΣvájè,v a Σ v a ⁵ j e ¹,va+Σ+vá+jè,Ozerov2025Anal,251131,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga208,ta,3.pl.3.sg.nfut.aff,tà-jè-nʉ́,Σjènʉ́,Σ j e ¹ n ʉ ⁵,Σ+jè+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga209,ta,3.pl.3.sg.nfut.aff,va-táː-vá-jè,vaΣvájè,v a Σ v a ⁵ j e ¹,va+Σ+vá+jè,Ozerov2025Anal,251132,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga210,ta,3.pl.3.pl.nfut.aff,tà-jè-nʉ́,Σjènʉ́,Σ j e ¹ n ʉ ⁵,Σ+jè+nʉ́,Ozerov2025Anal,nopage,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga211,ta,3.pl.3.pl.nfut.aff,va-táː-vá-jè,vaΣvájè,v a Σ v a ⁵ j e ¹,va+Σ+vá+jè,Ozerov2025Anal,251131,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga212,tʰa,1.sg.nfut.neg,ʈʰà-má-níŋ,Σmáníŋ,Σ m a ⁵ n i ⁵ ŋ,Σ+má+níŋ,Ozerov2019Anal,41,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga213,tʰa,1.sg.nfut.neg,ʈʰà-máː-nʉ́,Σmáːnʉ́,Σ m aa ⁵ n ʉ ⁵,Σ+máː+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga214,tʰa,1.du.incl.nfut.neg,ʈʰà-má-sín,Σmásín,Σ m a ⁵ s i ⁵ n,Σ+má+sín,Ozerov2019Anal,41,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga215,tʰa,1.du.incl.nfut.neg,ʈʰà-má-sín-nʉ́,Σmásínnʉ́,Σ m a ⁵ s i ⁵ n n ʉ ⁵,Σ+má+sín+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
