cell_id,POS,label
2.pl.1.pl.nfut.neg,verb,2PL>1PL.NFUT.NEG
2.sg.1.pl.fut.aff,verb,2SG>1PL.FUT.AFF
2.sg.1.pl.fut.neg,verb,2SG>1PL.FUT.NEG
2.sg.1.pl.nfut.aff,verb,2SG>1PL.NFUT.AFF
2.sg.1.pl.nfut.neg,verb,2SG>1PL.NFUT.NEG
3.pl.1.pl.fut.aff,verb,3PL>1PL.FUT.AFF
3.pl.1.pl.fut.neg,verb,3PL>1PL.FUT.NEG
3.pl.1.pl.nfut.aff,verb,3PL>1PL.NFUT.AFF
3.pl.1.pl.nfut.neg,verb,3PL>1PL.NFUT.NEG
3.sg.1.pl.fut.aff,verb,3SG>1PL.FUT.AFF
3.sg.1.pl.fut.neg,verb,3SG>1PL.FUT.NEG
3.sg.1.pl.nfut.aff,verb,3SG>1PL.NFUT.AFF
3.sg.1.pl.nfut.neg,verb,3SG>1PL.NFUT.NEG
